"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Price to TTM earnings","Price to TTM sales","Price to book value","Action"
"MAS","Masco Corp","Common stocks","Large cap","Industrials","$11,039,187,504","2.18%","20.04","1.28","-29.65","Analyze"
"VFC","VF Corp","Common stocks","Large cap","Consumer Discretionary","$11,009,934,470","6.94%","8.06","0.95","3.08","Analyze"
"WDC","Western Digital Corp","Common stocks","Large cap","Information Technology","$11,006,197,840","0.00%","6.07","0.57","0.92","Analyze"
"BXP","Boston Properties, Inc","REITs","Large cap","Real Estate","$11,001,207,189","5.49%","20.38","3.76","1.91","Analyze"
"STX","Seagate Technology Plc","Common stocks","Large cap","Information Technology","$10,903,534,800","5.28%","8.11","0.94","25.77","Analyze"
"BEN","Franklin Resources Inc","Common stocks","Large cap","Financials","$10,824,316,451","5.25%","5.65","1.25","0.92","Analyze"
"PKG","Packaging Corp Of America","Common stocks","Large cap","Materials","$10,700,412,895","3.89%","11.64","1.33","2.84","Analyze"
"VTRS","Viatris Inc.","Common stocks","Large cap","Health Care","$10,610,083,225","5.29%","67.90","0.60","0.56","Analyze"
"RE","Everest Re Group Ltd","Common stocks","Large cap","Financials","$10,542,296,980","2.37%","7.90","0.92","1.11","Analyze"
"RCL","Royal Caribbean Cruises Ltd","Common stocks","Large cap","Consumer Discretionary","$10,457,427,077","0.00%","-1.96","4.10","2.60","Analyze"
"GL","Globe Life Inc.","Common stocks","Large cap","Financials","$10,446,275,233","0.76%","14.22","2.02","1.51","Analyze"
"IPG","Interpublic Group Of Companies Inc","Common stocks","Large cap","Communication Services","$10,319,235,412","4.26%","10.03","0.98","2.93","Analyze"
"CRL","Charles River Laboratories International","Common stocks","Large cap","Health Care","$10,241,835,498","0.00%","23.73","2.82","3.84","Analyze"
"NLSN","Nielsen Holdings Plc","Common stocks","Large cap","Industrials","$10,064,566,518","0.85%","20.34","2.86","2.96","Analyze"
"KMX","Carmax Inc","Common stocks","Large cap","Consumer Discretionary","$10,049,785,228","0.00%","8.65","0.32","1.90","Analyze"
"AAP","Advance Auto Parts Inc","Common stocks","Mid cap","Consumer Discretionary","$9,994,657,234","3.27%","16.48","0.91","3.25","Analyze"
"NI","Nisource Inc","Common stocks","Mid cap","Utilities","$9,953,967,535","3.73%","15.27","1.90","1.40","Analyze"
"CE","Celanese Corporation","Common stocks","Mid cap","Materials","$9,951,823,778","2.94%","4.76","1.07","2.14","Analyze"
"GNRC","Generac Holdings Inc","Common stocks","Mid cap","Industrials","$9,838,897,701","0.00%","18.83","2.42","4.21","Analyze"
"NRG","NRG Energy Inc","Common stocks","Mid cap","Utilities","$9,643,384,293","3.31%","2.41","0.36","1.92","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Mid cap","Consumer Staples","$9,622,818,966","3.10%","8.92","0.73","0.71","Analyze"
"HII","Huntington Ingalls Industries Inc","Common stocks","Mid cap","Industrials","$9,390,116,940","1.99%","17.49","0.96","3.32","Analyze"
"REG","Regency Centers Corporation","REITs","Mid cap","Real Estate","$9,362,721,929","4.53%","12.06","7.84","1.55","Analyze"
"CMA","Comerica Inc","Common stocks","Mid cap","Financials","$9,314,367,624","3.77%","9.31","3.38","1.30","Analyze"
"HAS","Hasbro Inc","Common stocks","Mid cap","Consumer Discretionary","$9,305,970,416","4.05%","25.04","1.44","3.07","Analyze"
"SBNY","Signature Bank","Common stocks","Mid cap","Financials","$9,242,831,562","1.46%","8.76","4.26","1.10","Analyze"
"PHM","Pultegroup Inc","Common stocks","Mid cap","Consumer Discretionary","$9,227,522,238","1.50%","4.43","0.64","1.25","Analyze"
"HSIC","Henry Schein Inc","Common stocks","Mid cap","Health Care","$9,194,550,957","0.00%","14.32","0.73","2.58","Analyze"
"NWS","News Corp Class B","Common stocks","Mid cap","Communication Services","$9,055,525,613","1.26%","6.15","0.89","0.36","Analyze"
"NWSA","News Corp Class A","Common stocks","Mid cap","Communication Services","$9,055,525,613","1.29%","11.94","0.89","0.71","Analyze"
"TFX","Teleflex Inc","Common stocks","Mid cap","Health Care","$8,925,138,391","0.71%","18.37","3.17","2.36","Analyze"
"EMN","Eastman Chemical","Common stocks","Mid cap","Materials","$8,815,194,489","4.18%","10.84","0.82","1.50","Analyze"
"CDAY","Ceridian HCM Holding Inc.","Common stocks","Mid cap","Information Technology","$8,802,318,422","0.00%","-102.58","8.13","4.01","Analyze"
"MKTX","Marketaxess Holdings Inc","Common stocks","Mid cap","Financials","$8,762,970,262","1.18%","35.99","12.71","8.52","Analyze"
"RHI","Robert Half","Common stocks","Mid cap","Industrials","$8,596,695,159","2.11%","13.27","1.25","6.00","Analyze"
"FFIV","F5 Networks Inc","Common stocks","Mid cap","Information Technology","$8,549,557,183","0.00%","23.65","3.22","3.45","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Mid cap","Information Technology","$8,494,307,187","3.13%","24.53","1.76","1.95","Analyze"
"QRVO","Qorvo, Inc.","Common stocks","Mid cap","Information Technology","$8,458,601,479","0.00%","7.85","1.82","1.78","Analyze"
"ALLE","Allegion PLC","Common stocks","Mid cap","Industrials","$8,062,654,059","1.72%","17.19","2.78","10.85","Analyze"
"WRK","Westrock","Common stocks","Mid cap","Materials","$7,994,706,236","3.16%","10.06","0.40","0.69","Analyze"
"DVA","Davita Inc","Common stocks","Mid cap","Health Care","$7,975,968,000","0.00%","8.89","0.69","9.52","Analyze"
"AIZ","Assurant Inc","Common stocks","Mid cap","Financials","$7,958,518,441","1.81%","5.90","0.78","1.59","Analyze"
"AAL","American Airlines Group Inc","Common stocks","Mid cap","Industrials","$7,830,643,420","0.00%","-3.35","0.23","-0.89","Analyze"
"LNC","Lincoln National Corp","Common stocks","Mid cap","Financials","$7,804,865,447","3.87%","6.03","0.40","0.53","Analyze"
"BWA","BorgWarner Inc","Common stocks","Mid cap","Consumer Discretionary","$7,779,905,347","2.06%","11.61","0.53","1.11","Analyze"
"BBWI","Bath & Body Works, Inc.","Common stocks","Mid cap","Consumer Discretionary","$7,778,429,203","2.19%","6.44","0.82","-5.15","Analyze"
"WHR","Whirlpool Corp","Common stocks","Mid cap","Consumer Discretionary","$7,693,267,024","4.64%","4.69","0.36","1.70","Analyze"
"CZR","Caesars Entertainment Corp","Common stocks","Mid cap","Consumer Discretionary","$7,586,070,559","0.00%","-12.66","0.75","1.99","Analyze"
"TPR","Tapestry","Common stocks","Mid cap","Consumer Discretionary","$7,537,428,156","3.33%","8.55","1.13","2.92","Analyze"
"ZION","Zions Bancorporation","Common stocks","Mid cap","Financials","$7,516,045,181","3.07%","7.54","2.72","1.18","Analyze"
"FBHS","Fortune Brands Home And Security","Common stocks","Mid cap","Industrials","$7,373,654,428","1.92%","8.43","0.95","2.54","Analyze"
"WYNN","Wynn Resorts Ltd","Common stocks","Mid cap","Consumer Discretionary","$7,294,617,763","0.00%","-10.31","1.83","-20.12","Analyze"
"FRT","Federal Realty Investment Trust","REITs","Mid cap","Real Estate","$7,216,200,931","3.58%","28.23","7.29","2.79","Analyze"
"CCL","Carnival Corp","Common stocks","Mid cap","Consumer Discretionary","$7,099,069,416","0.00%","-0.78","2.03","0.72","Analyze"
"PNW","Pinnacle West Corp","Common stocks","Mid cap","Utilities","$6,917,139,230","5.46%","11.59","1.78","1.17","Analyze"
"PNR","Pentair","Common stocks","Mid cap","Industrials","$6,746,145,590","2.01%","12.40","1.73","2.68","Analyze"
"LUMN","CenturyLink, Inc.","Common stocks","Mid cap","Communication Services","$6,740,059,592","14.85%","3.20","0.35","0.56","Analyze"
"IVZ","Invesco Ltd","Common stocks","Mid cap","Financials","$6,564,786,105","4.89%","4.86","0.96","0.42","Analyze"
"SEE","Sealed Air Corp","Common stocks","Mid cap","Materials","$6,510,532,059","1.78%","12.01","1.15","34.45","Analyze"
"AOS","A O Smith Corp","Common stocks","Mid cap","Industrials","$6,369,909,641","2.24%","12.44","1.70","3.50","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$6,156,101,507","0.00%","-10.13","0.37","1.29","Analyze"
"XRAY","Dentsply Sirona Inc","Common stocks","Mid cap","Health Care","$6,049,879,692","1.72%","16.44","1.44","1.24","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,049,683,865","0.00%","5.92","0.52","0.74","Analyze"
"OGN","Organon & Co.","Common stocks","Mid cap","Health Care","$6,019,987,621","4.67%","4.60","0.95","-4.78","Analyze"
"UHS","Universal Health Services Inc.","Common stocks","Mid cap","Health Care","$5,959,233,792","0.88%","6.47","0.46","1.03","Analyze"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,819,352,000","6.43%","8.17","0.54","1.47","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$5,192,461,312","0.00%","11.02","0.74","1.41","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$5,018,745,563","0.00%","-1.19","4.30","3.25","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Mid cap","Communication Services","$4,121,200,065","0.00%","1.78","0.23","0.25","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$4,075,220,004","9.73%","27.22","2.47","0.66","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$3,973,541,954","3.21%","8.09","0.66","1.49","Analyze"
